,0
1877,7849039399
1878,7848966869
1879,6386383746
1880,7849247765
1881,7779070381
1882,7848813379
1883,7848888317
1884,7849247775
1885,6560880513
1886,7720480516
1887,7849182832
1888,7848888358
1889,7848813246
1890,7790837784
1891,7823243216
1892,7656554880
1893,7848738847
1894,7809691138
1895,7849312029
1896,7849182775
1897,7678067294
1898,7848738887
1899,7849312208
1900,7848928569
1901,7604500080
1902,6156810461
1903,7423731040
1904,7841788269
1905,7764387120
1906,7783357851
1907,7848964181
1908,5760153914
1909,7481573457
1910,7820482269
1911,7154221864
1912,7809449072
1913,6011014388
1914,6029460413
1915,6014978377
1916,7848739243
1917,7814241538
1918,7734380708
1919,7801454759
1920,6796195702
1921,7848739195
1922,7845690433
1923,7737180926
1924,7849247088
1925,7848739216
1926,6648345507
1927,7691094440
1928,7848888552
1929,7484302872
1930,7828196365
1931,7848739126
1932,7545515563
1933,7793338637
1934,6905835165
1935,7849039986
1936,7845433143
1937,7575993386
1938,7590734092
1939,7404305552
1940,7849183034
1941,6533239842
1942,7168324322
1943,7738633586
1944,7849312165
1945,7848813579
1946,7286192473
1947,7822940273
1948,5634319542
1949,7849312098
1950,7816389518
1951,7702050409
1952,7776770040
1953,7849118869
1954,7849247853
1955,5514167533
1956,7131850956
1957,7849054593
1958,7848963827
1959,6164939727
1960,7848888424
1961,7849039823
1962,6680222255
1963,7392371446
1964,7398057667
1965,5898266588
1966,5299611653
1967,7741956360
1968,7816434949
1969,7846828009
1970,7775697691
1971,7847390578
1972,7763584058
1973,7798235124
1974,7812872643
1975,7776700543
1976,5417001604
1977,7736776922
1978,5153385783
1979,5026552701
1980,7813209223
1981,5407878996
1982,7804327992
1983,7849118739
1984,7848384827
1985,7559803217
1986,7549579865
1987,7848963787
1988,7773366693
1989,7788459981
1990,5387156271
1991,6523652363
1992,7848813224
1993,6621093659
1994,7839307648
1995,7792514020
1996,7389545214
1997,5973045626
1998,0
1999,7849247891
2000,7521284913
2001,6019530421
2002,7763502937
2003,7762329714
2004,7776607380
2005,5281794662
2006,7828681134
2007,7849183172
2008,7849054897
2009,5516194414
2010,7763023121
2011,7847073229
2012,7565450658
2013,6608582758
2014,7826011450
2015,7848964177
2016,7849312308
2017,7847276477
2018,7403950071
2019,5986892684
2020,7564416362
2021,7781009991
2022,7849040050
2023,7848739301
2024,7849312287
2025,6352392351
2026,5424172822
2027,7849054804
2028,7151013378
2029,7849118982
2030,5933272873
2031,5480070428
2032,7846723886
2033,7804034703
2034,6223071557
2035,5253734285
2036,7849247905
2037,7849312248
2038,7563278744
2039,7804716236
2040,7823461008
2041,7848964037
2042,7849182979
2043,7848888456
2044,7848813666
2045,5379841520
2046,6181985063
2047,7848739087
2048,7215539446
2049,7848526933
2050,7672113854
2051,7449113566
2052,7848888515
2053,7559821016
2054,6460583448
2055,7848652975
2056,7560740715
2057,7559373648
2058,7817831421
2059,7676392794
2060,1870136235
2061,7689865275
2062,6033640649
2063,7811535805
2064,7787787968
2065,7842437345
2066,7415833910
2067,7726306662
2068,7812755305
2069,7849182958
2070,7419911631
2071,7673191866
2072,7654471182
2073,7848739032
2074,7844158834
2075,7792848091
2076,7848857845
2077,7848888361
2078,7848888365
2079,5633669521
2080,7290291218
2081,7736776922
2082,7795545917
2083,5026552701
2084,7813209223
2085,6902696741
2086,7804327992
2087,7849118739
2088,7699581328
2089,7802991648
2090,7849305524
2091,7777664839
2092,7849312023
2093,7710880358
2094,5387156271
2095,6523652363
2096,7848813224
2097,7469069321
2098,0
2099,7848183888
2100,6518076925
2101,7390783882
2102,7848964233
2103,7849248069
2104,7588758850
2105,7849247999
2106,7062128068
2107,7848739005
2108,7844905471
2109,7848499671
2110,7390967137
2111,7809945543
2112,6086653939
2113,7783357851
2114,7849183134
2115,7769687958
2116,7849039984
2117,7820482269
2118,7848813802
2119,7809449072
2120,7740054267
2121,7801585921
2122,7845550507
2123,7776699037
2124,7573515110
2125,7849312295
2126,7763381419
2127,7377756280
2128,7825930331
2129,7849039790
2130,7848813801
2131,7834941317
2132,7849039863
2133,6648345507
2134,7691094440
2135,7848888630
2136,7484302872
2137,7828196365
2138,7791083689
2139,7849039880
2140,7437688721
2141,7749746154
2142,6382853125
2143,7746285224
2144,7849312041
2145,7849039992
2146,7849183037
2147,7848813666
2148,7841540506
2149,7763728343
2150,7819981411
2151,7817821639
2152,7848526933
2153,7672113854
2154,6870547211
2155,7753385671
2156,7571610368
2157,7807228076
2158,7287893196
2159,7829494167
2160,6550056621
2161,2884929134
2162,7719606383
2163,7722723460
2164,7737848002
2165,7849247875
2166,7744757138
2167,7703366779
2168,7494150589
2169,7728698039
2170,7726306662
2171,6007682264
2172,7814455990
2173,6239149784
2174,7847642680
2175,7848963897
2176,7802447121
2177,6924013694
2178,7430697958
2179,7731074990
2180,7774197228
2181,7836472449
2182,7848573295
2183,7849039474
2184,7849182916
2185,5933870164
2186,7744663309
2187,7785875851
2188,7595835289
2189,7803572002
2190,7754698089
2191,7848938214
2192,7421555648
2193,7543360687
2194,7778535549
2195,7847179138
2196,7403496447
2197,7566943549
2198,7774038504
2199,5854087277
2200,7848456951
2201,7845942323
2202,7774149708
2203,7848964292
2204,6065899280
2205,7849040164
2206,7808464562
2207,7790965852
2208,7824949522
2209,7841180470
2210,7848928569
2211,7604500080
2212,7744257740
2213,7495198647
2214,7848888737
2215,7833785321
2216,7846488510
2217,7593790063
2218,1866658480
2219,6207459047
2220,7411327115
2221,7777322257
2222,7775663913
2223,7849039935
2224,7367654960
2225,7849054845
2226,7563744706
2227,7848539972
2228,7793829573
2229,7839982610
2230,7849039969
2231,7838508177
2232,7849039790
2233,7849039888
2234,7812235975
2235,7849247947
2236,6648345507
2237,7691094440
2238,7771563066
2239,7846774452
2240,5993241013
2241,7791083689
2242,7545515563
2243,7799344761
2244,7727525632
2245,7849039986
2246,7447576431
2247,7815417991
2248,7848888536
2249,7849118940
2250,7837012811
2251,7841540506
2252,7213137312
2253,7849312198
2254,7583120343
2255,7820007389
2256,7324220995
2257,7849039898
2258,7848813604
2259,7839331144
2260,7449281180
2261,7800928075
2262,5889935210
2263,7848738926
2264,7304902645
2265,7539293586
2266,7737830554
2267,7582598043
2268,7849182922
2269,7284224679
2270,7566158155
2271,5976128687
2272,7828632518
2273,7848654762
2274,7849247849
2275,7740986252
2276,6600956009
2277,7847642680
2278,7848963897
2279,7849118782
2280,7527850055
2281,7772752842
2282,7848813558
2283,7848888367
2284,7799097651
2285,7796092743
2286,7849039732
2287,7791736670
2288,7811221016
2289,7832357556
2290,5979670860
2291,7447565301
2292,6735436888
2293,7848963815
2294,7848886258
2295,7421555648
2296,7543360687
2297,7778535549
2298,0
2299,7848739213
2300,7508369809
2301,7848888733
2302,5854087277
2303,7848456951
2304,7807736999
2305,7735092587
2306,7804525329
2307,7243368589
2308,7849040164
2309,7808464562
2310,7849183164
2311,6186884059
2312,7849312208
2313,7012938350
2314,7604500080
2315,7744257740
2316,5970448553
2317,7149213738
2318,7833785321
2319,7838023337
2320,7789024199
2321,7793154251
2322,7448473474
2323,7845336366
2324,7776241861
2325,7384857839
2326,7837582516
2327,7367654960
2328,7849054845
2329,7563744706
2330,7848488182
2331,7849312295
2332,7808122002
2333,7377756280
2334,7499288530
2335,6134183065
2336,7793322942
2337,7083681512
2338,7848739216
2339,7828193253
2340,7691094440
2341,7848888552
2342,7484302872
2343,7828196365
2344,7791083689
2345,7545515563
2346,7799344761
2347,7727918060
2348,7488125001
2349,6475520337
2350,7838756789
2351,7849039822
2352,7848963874
2353,7733039006
2354,5498712488
2355,5856977080
2356,7414206808
2357,7849312165
2358,7848739062
2359,7847414559
2360,7846486634
2361,7771583317
2362,7751113543
2363,7816389518
2364,7702050409
2365,7776770040
2366,7849039849
2367,7424480787
2368,6856890979
2369,5388698164
2370,7848739115
2371,7849054633
2372,7849118870
2373,7848888475
2374,7849039866
2375,7809782992
2376,7798644481
2377,7848861617
2378,7779211310
2379,7848735466
2380,7414434217
2381,7450832996
2382,7716042744
2383,5137538314
2384,7831620700
2385,7313176016
2386,7849118813
2387,7582328447
2388,7640736706
2389,7734622647
2390,5258453218
2391,7849054591
2392,7453356868
2393,5700074586
2394,7847872120
2395,7813070333
2396,7849039687
2397,7824864667
2398,7848813453
2399,7510239869
2400,7849300439
2401,7836054498
2402,7403657976
2403,7849183209
2404,7842271727
2405,6068857992
2406,7848471632
2407,7848963917
2408,7845942323
2409,7402086882
2410,7804525329
2411,7243368589
2412,7831281732
2413,7787152121
2414,7790965852
2415,7824949522
2416,6722698066
2417,7782975897
2418,7843508047
2419,7849312360
2420,7281562531
2421,7841788269
2422,7849183062
2423,7783357851
2424,7848964181
2425,6223012285
2426,7659198300
2427,7820482269
2428,7154221864
2429,6611711611
2430,7827782574
2431,7797157020
2432,6014978377
2433,7835154781
2434,7814241538
2435,7734380708
2436,7801454759
2437,6796195702
2438,7848739271
2439,7849054671
2440,7849118984
2441,7848813719
2442,5864156865
2443,7849247913
2444,7848813457
2445,7219735734
2446,7848739211
2447,7845189178
2448,7848813754
2449,7829950838
2450,7801869268
2451,7848888526
2452,7710029442
2453,7638363376
2454,7849039916
2455,5862573211
2456,7794518940
2457,7733039006
2458,5775955756
2459,7165102247
2460,7414206808
2461,7849312165
2462,7848813579
2463,7286192473
2464,7822940273
2465,5634319542
2466,7849312098
2467,7816389518
2468,7702050409
2469,7776770040
2470,7849118869
2471,6003975408
2472,7539293586
2473,7702180552
2474,7409558803
2475,7433359488
2476,6164939727
2477,7848813407
2478,7848888518
2479,6680222255
2480,7640425896
2481,7586048674
2482,5898266588
2483,5299611653
2484,7741956360
2485,7816434949
2486,7846828009
2487,5943668127
2488,7849039788
2489,7436754250
2490,7848888361
2491,7812872643
2492,7845294598
2493,7290291218
2494,7848888217
2495,7763436521
2496,7446973278
2497,7821932095
2498,7849039764
2499,7801747590
2500,7807894410
2501,7836366644
2502,7822534748
2503,7652186237
2504,7742227376
2505,7591617000
2506,7848739325
2507,7829437309
2508,7775835172
2509,7576096189
2510,7725075476
2511,7849312416
2512,7761789225
2513,7849241493
2514,7848739447
2515,7711829001
2516,7848963996
2517,7514722057
2518,7382766404
2519,6078732109
2520,7849312349
2521,7828941674
2522,7432782910
2523,7791948414
2524,7245916086
2525,6514376723
2526,7847436696
2527,7446690827
2528,7775394324
2529,7834167491
2530,7684021505
2531,7848813829
2532,7849248003
2533,7848958975
2534,6230929804
2535,7804321366
2536,5755885198
2537,7564416362
2538,7829966613
2539,1787445803
2540,7849183080
2541,7849312287
2542,6067181663
2543,7840496301
2544,7848963719
2545,7808977514
2546,7848739297
2547,7432708637
2548,7849039855
2549,7786035171
2550,7719817863
2551,6223071557
2552,5253734285
2553,7849247905
2554,7613859266
2555,7806425695
2556,7804716236
2557,7746285224
2558,7810157505
2559,6555507539
2560,7848888456
2561,6651791922
2562,5379841520
2563,6181985063
2564,7848157995
2565,6346830069
2566,7849039819
2567,7772011963
2568,7849312167
2569,7753385671
2570,7571610368
2571,7807228076
2572,7287893196
2573,7782701170
2574,6550056621
2575,7798135676
2576,7822863412
2577,7812807470
2578,7848813577
2579,7849118847
2580,7814269888
2581,7840360241
2582,7373657721
2583,7821424370
2584,7377016295
2585,7348555401
2586,7819679546
2587,7723378027
2588,6229416218
2589,7504743019
2590,5866558223
2591,5290582737
2592,7361389768
2593,7848739049
2594,7849311958
2595,7833039599
2596,7372319567
2597,7849039622
2598,7721792711
2599,7847616473
2600,7848730355
2601,7843326369
2602,5867479454
2603,7836167814
2604,7449619703
2605,7849312439
2606,7405459596
2607,7449896174
2608,6261537125
2609,7849183165
2610,7594591312
2611,7842271727
2612,7394811022
2613,3183399342
2614,7839968673
2615,7630148040
2616,7848964290
2617,7813357945
2618,7243368589
2619,7849040164
2620,7787152121
2621,7500000259
2622,7824949522
2623,7822319335
2624,7782975897
2625,7843508047
2626,7849312360
2627,7318629415
2628,7830679885
2629,7849183062
2630,7816446574
2631,5649047817
2632,1866658480
2633,6207459047
2634,7411327115
2635,7536086146
2636,7848964026
2637,7841670608
2638,7848739281
2639,7849054845
2640,7563744706
2641,7817567918
2642,7793829573
2643,7808122002
2644,7377756280
2645,7804474509
2646,7709389319
2647,7848813801
2648,7083681512
2649,7849039863
2650,6648345507
2651,7691094440
2652,7848888552
2653,7484302872
2654,7828196365
2655,7791083689
2656,7545515563
2657,7799344761
2658,3889179637
2659,6523975494
2660,6475520337
2661,7788913519
2662,7849039822
2663,7848963874
2664,6249179515
2665,6533239842
2666,7168324322
2667,7766499013
2668,7535287771
2669,7848813579
2670,7286192473
2671,7822940273
2672,7781014937
2673,7279382082
2674,7812292904
2675,7849054699
2676,7849182880
2677,6459036066
2678,7424480787
2679,7786111616
2680,7836591906
2681,7848963934
2682,7849118842
2683,7848739047
2684,7788921284
2685,7848812651
2686,7809782992
2687,7848738969
2688,7848861617
2689,7779211310
2690,7777936667
2691,6822140285
2692,7849054619
2693,7716042744
2694,7848510166
2695,7847390578
2696,7849054573
2697,7849118627
2698,7582328447
2699,7849040138
2700,7841503646
2701,6985651474
2702,7316876905
2703,7597831924
2704,6568499774
2705,7848964333
2706,7847486154
2707,7848888856
2708,2051657112
2709,6218431562
2710,6333940807
2711,7848964243
2712,5848165219
2713,7809330387
2714,7290679507
2715,7842271727
2716,7849040232
2717,7848888778
2718,7147077653
2719,7623965653
2720,6692359089
2721,7782881559
2722,7685821100
2723,7848000381
2724,7823176729
2725,7317893832
2726,7840115133
2727,7849312391
2728,7848888641
2729,7848813901
2730,7849312360
2731,7318629415
2732,7830679885
2733,7764387120
2734,7657651607
2735,7609138976
2736,7779447646
2737,7849039984
2738,7819456137
2739,7750593662
2740,7384857839
2741,7837582516
2742,7848739281
2743,7691426981
2744,7563744706
2745,7817567918
2746,7517890819
2747,7765256995
2748,7832089928
2749,7810997121
2750,6330766246
2751,7743509823
2752,7808977514
2753,7848739297
2754,7432708637
2755,7849039855
2756,7786035171
2757,7804034703
2758,7819295856
2759,7846876436
2760,7733232283
2761,7613859266
2762,7806425695
2763,7849054666
2764,7617492439
2765,7848964037
2766,7849039992
2767,7849183037
2768,6651791922
2769,5379841520
2770,6181985063
2771,7815472647
2772,7215539446
2773,6053962920
2774,7767187127
2775,7449113566
2776,5999370066
2777,7568084832
2778,6990843717
2779,7397539763
2780,7380037216
2781,6550056621
2782,2884929134
2783,7842811935
2784,6935226565
2785,7848963943
2786,7782963239
2787,7744757138
2788,7703366779
2789,7494150589
2790,7646850647
2791,6746014842
2792,7348555401
2793,7819679546
2794,7723378027
2795,6229416218
2796,7391812136
2797,6004917977
2798,7846115471
2799,6063166931
2800,7351029185
2801,7848814000
2802,7797693339
2803,7817329756
2804,7751173703
2805,7824745974
2806,7847616473
2807,7848813939
2808,7843326369
2809,7779043854
2810,7836167814
2811,7569778331
2812,7849312439
2813,7405459596
2814,7449896174
2815,6261537125
2816,6858543535
2817,7677702293
2818,7448354015
2819,6068857992
2820,7771016948
2821,7848963917
2822,7843418081
2823,7849118851
2824,6316316154
2825,7802248446
2826,7826366849
2827,7848888294
2828,5256468744
2829,7769107805
2830,5651599105
2831,7848888641
2832,6072686410
2833,7510204163
2834,5970448553
2835,6330588518
2836,7647894727
2837,7446690827
2838,7848888727
2839,7793154251
2840,7849119003
2841,7848964195
2842,7788967976
2843,7773636948
2844,7812367538
2845,6733519683
2846,7837679404
2847,7563744706
2848,7817567918
2849,7517890819
2850,7839982610
2851,7849039969
2852,7838508177
2853,6330766246
2854,7849039888
2855,7849247935
2856,1874537945
2857,7849312260
2858,7337564663
2859,7742837427
2860,7458161707
2861,6376951297
2862,7848739194
2863,7806687286
2864,7437688721
2865,7749746154
2866,5715145144
2867,7772895405
2868,7815417991
2869,7848888536
2870,7836104399
2871,7569864678
2872,7839182248
2873,7682903054
2874,7819981411
2875,7737348767
2876,7849039819
2877,7849312184
2878,7847010138
2879,7671692979
2880,7751113543
2881,7816389518
2882,7702050409
2883,5638726549
2884,7848738926
2885,6003975408
2886,6856890979
2887,5388698164
2888,7326618547
2889,7849054633
2890,7849118870
2891,6446912985
2892,7764931902
2893,7346478427
2894,7738205778
2895,7765298685
2896,7822155833
2897,7777936667
2898,6822140285
2899,7818676831
2900,7782836026
2901,7483144288
2902,7502732721
2903,7561539868
2904,7849182865
2905,6277479300
2906,7645001706
2907,7715831467
2908,7848971449
2909,6488831519
2910,5770334802
2911,7847602625
2912,7472161453
2913,7428472123
2914,7848739457
2915,7830547013
2916,7490208141
2917,7828550234
2918,7811332472
2919,7847621347
2920,7808534254
2921,7849312351
2922,7849040128
2923,7849040232
2924,7848888778
2925,7727505070
2926,7623965653
2927,7800562932
2928,6316316154
2929,7446186912
2930,7820412017
2931,7848888294
2932,5256468744
2933,7769107805
2934,5651599105
2935,7848888641
2936,6072686410
2937,7510204163
2938,7245916086
2939,7411275353
2940,7848739279
2941,1008750153
2942,7813301048
2943,7834167491
2944,7826776736
2945,7739162026
2946,7848964177
2947,7849312308
2948,7743908318
2949,7849039661
2950,7849248052
2951,6296518904
2952,7777597842
2953,7418203405
2954,7753511754
2955,7733419915
2956,7709578993
2957,7840344785
2958,7746278204
2959,6879388280
2960,7848964101
2961,7833544327
2962,7848888568
2963,7448377590
2964,7849054687
2965,7636576854
2966,7849312215
2967,7849039963
2968,7809148330
2969,7849312211
2970,6475520337
2971,7742232171
2972,7849039822
2973,6657558054
2974,6249179515
2975,5498712488
2976,5856977080
2977,7738633586
2978,7764610008
2979,7828869595
2980,7823511378
2981,7848509926
2982,7671692979
2983,7751113543
2984,7717342402
2985,6481559190
2986,7754764877
2987,5049798360
2988,7838620465
2989,7807250436
2990,7131850956
2991,7849054593
2992,7848963827
2993,6164939727
2994,7018240620
2995,5976128687
2996,7848876137
2997,7755807288
2998,7586048674
2999,7496626780
3000,3737977325
3001,7276651459
3002,7818676831
3003,6692863327
3004,7849040331
3005,7722076062
3006,7362616966
3007,7849040269
3008,7814334640
3009,7798400259
3010,7801979893
3011,7484291648
3012,1989775544
3013,7780367589
3014,7848739465
3015,6142048957
3016,7848964383
3017,7715659271
3018,7836366644
3019,7807853050
3020,6333940807
3021,7267337482
3022,7468260971
3023,7848739325
3024,7793095221
3025,6965778075
3026,7736949577
3027,7725075476
3028,7849312416
3029,7737459173
3030,7844731609
3031,7777276653
3032,3020393811
3033,7849183095
3034,7609725684
3035,7798680143
3036,7849312284
3037,7844869236
3038,7825141146
3039,7810803830
3040,7844923468
3041,7760382215
3042,7755146543
3043,7849054609
3044,7825078807
3045,7848964245
3046,7565450658
3047,6608582758
3048,7840417249
3049,5272703882
3050,7849183110
3051,7844309488
3052,7756996763
3053,7849312298
3054,7800027907
3055,7777597842
3056,7844940984
3057,7849312306
3058,7750904069
3059,7709578993
3060,7848739122
3061,7746278204
3062,7849040053
3063,7475877261
3064,7242754257
3065,7814045460
3066,7848739137
3067,7845189178
3068,7626792099
3069,7781750401
3070,7780119702
3071,7848739189
3072,7440671306
3073,6152312521
3074,7617492439
3075,7848964037
3076,7849039992
3077,7849183037
3078,7743892176
3079,7565856368
3080,6181985063
3081,7848739087
3082,6346830069
3083,7848526933
3084,7672113854
3085,6870547211
3086,7848888515
3087,6344708452
3088,6074017730
3089,7823261401
3090,7420136762
3091,7564891945
3092,7740998280
3093,7829210914
3094,7844393363
3095,5902670064
3096,7793439994
3097,7752542856
3098,0
3099,6034840116
3100,7848888824
3101,3126765057
3102,7849040258
3103,7678822074
3104,7560628523
3105,7730225285
3106,6478541854
3107,7356409818
3108,7591670383
3109,7717072398
3110,7824787882
3111,7848654746
3112,7781116742
3113,7803416139
3114,7740930488
3115,7849303170
3116,7849054924
3117,7848730355
3118,7843326369
3119,7776889948
3120,7848813973
3121,7346287678
3122,7848814010
3123,7443203698
3124,7449896174
3125,7848888772
3126,6858543535
3127,7677702293
3128,7448354015
3129,7394811022
3130,7771016948
3131,7754110247
3132,7822808210
3133,7800562932
3134,6784348533
3135,7849040162
3136,7820412017
3137,7213641610
3138,3323286620
3139,7367204700
3140,7841180470
3141,7848928569
3142,7604500080
3143,6156810461
3144,7495198647
3145,7149213738
3146,7513565017
3147,7846488510
3148,7609138976
3149,7779447646
3150,7849039984
3151,7845336366
3152,7776241861
3153,7848964026
3154,7841670608
3155,7367654960
3156,7845550507
3157,7849118933
3158,7848488182
3159,7793829573
3160,7808122002
3161,7377756280
3162,7499288530
3163,7709389319
3164,7848813801
3165,7848813805
3166,7849247947
3167,6648345507
3168,7849040038
3169,7771563066
3170,7834744662
3171,5284614602
3172,7725104870
3173,7849312215
3174,5592649857
3175,7654262040
3176,7849312211
3177,7848951269
3178,7742232171
3179,7849039822
3180,7794518940
3181,6423814949
3182,7631290135
3183,6084150360
3184,7838966198
3185,5641947174
3186,7780789001
3187,7790002729
3188,7739536720
3189,7477035988
3190,7430257443
3191,7780186100
3192,7456759043
3193,7487704097
3194,7420136762
3195,7564891945
3196,7845403684
3197,7848963990
3198,7743535621
3199,7776060217
3200,6329698622
3201,7760786548
3202,7806062507
3203,7849119212
3204,7848888824
3205,7848813949
3206,7847741344
3207,7848888942
3208,7817836774
3209,7727803720
3210,7836591768
3211,7848964375
3212,7810075887
3213,7728911140
3214,7849312393
3215,6277479300
3216,7645001706
3217,7293652148
3218,7842494330
3219,7824745974
3220,7847616473
3221,7848730355
3222,7843326369
3223,7776889948
3224,7808169769
3225,7790202934
3226,7848814010
3227,7811421624
3228,7810365304
3229,7639207654
3230,7746258558
3231,7848239303
3232,7448354015
3233,7394811022
3234,3183399342
3235,7848963917
3236,5640210384
3237,7849118851
3238,6316316154
3239,7446186912
3240,7786593793
3241,7213641610
3242,3323286620
3243,7828414602
3244,7849312391
3245,7012938350
3246,7604500080
3247,7744257740
3248,7848739394
3249,7775866153
3250,7833785321
3251,5662310165
3252,7593790063
3253,1866658480
3254,6207459047
3255,7411327115
3256,7536086146
3257,7773636948
3258,7812367538
3259,6839807840
3260,7642098139
3261,7353296674
3262,7817567918
3263,7793829573
3264,7808122002
3265,7583104418
3266,7838508177
3267,7849039790
3268,7848813801
3269,7834941317
3270,7849039863
3271,7848737316
3272,7763260712
3273,7787903383
3274,7791466616
3275,6991095810
3276,7636576854
3277,7849312215
3278,7849039963
3279,7809148330
3280,5721381176
3281,6475520337
3282,7838756789
3283,7835486020
3284,7849039929
3285,7849183034
3286,7819899509
3287,7777238782
3288,7738633586
3289,7535287771
3290,7848813645
3291,5585777335
3292,7381340818
3293,7813001898
3294,7751113543
3295,7717342402
3296,6481559190
3297,5593742991
3298,0
3299,7846882925
3300,7848964480
3301,7797585475
3302,7764512410
3303,7849040343
3304,6032737704
3305,7823308367
3306,7849040315
3307,7754296950
3308,7813203021
3309,6572772034
3310,5664058575
3311,7678822074
3312,7812542411
3313,6760381196
3314,7682486333
3315,7793122642
3316,7812445545
3317,7848888830
3318,6415843084
3319,5678054436
3320,7757452380
3321,7738250877
3322,7110981029
3323,7609423816
3324,6072755171
3325,7780367589
3326,7263833529
3327,7849181857
3328,7676809084
3329,7807894410
3330,7836366644
3331,7756708495
3332,7809816264
3333,7846494509
3334,7795344052
3335,7848964350
3336,7793095221
3337,6965778075
3338,5368760534
3339,7846552737
3340,7794126850
3341,6291703244
3342,7675949022
3343,7848888774
3344,7711829001
3345,7849312408
3346,7514722057
3347,7748082824
3348,7849312334
3349,7839216138
3350,7575995078
3351,7420201797
3352,7844923468
3353,7849033899
3354,6294157766
3355,7848739279
3356,1008750153
3357,7794154818
3358,7848739305
3359,7812518662
3360,7789627230
3361,7842084151
3362,7849040084
3363,7849119001
3364,6839807840
3365,7642098139
3366,7848964036
3367,7508121479
3368,7755661670
3369,7847844966
3370,7848448861
3371,7849040049
3372,7840496301
3373,7623011318
3374,7807045575
3375,5809589803
3376,7781272531
3377,7849039855
3378,7786035171
3379,7804034703
3380,6223071557
3381,5253734285
3382,7691254504
3383,7849312248
3384,7848964034
3385,7849054772
3386,5377347513
3387,7843624444
3388,6555507539
3389,7836104399
3390,6404621461
3391,7819899509
3392,7777238782
3393,7766499013
3394,7801829552
3395,7828869595
3396,7847414559
3397,7846486634
3398,7771583317
3399,7849040447
3400,7738848319
3401,6516136203
3402,7849312568
3403,7821929487
3404,7848964549
3405,7848964480
3406,7448714248
3407,7401119206
3408,7776060217
3409,6329698622
3410,5576732177
3411,7806062507
3412,7849119212
3413,7849055065
3414,7491282923
3415,7847741344
3416,7769072960
3417,7774404844
3418,7611461166
3419,7841145158
3420,7848888844
3421,7849040294
3422,6063166931
3423,7351029185
3424,6347842249
3425,7797693339
3426,7769442290
3427,7849312453
3428,7849248205
3429,7819137636
3430,7835464438
3431,7848888858
3432,7785950043
3433,7653866927
3434,7847669132
3435,7793829789
3436,6382672523
3437,7849248084
3438,7449719363
3439,7578421274
3440,7681677313
3441,7691588813
3442,7821392361
3443,7849182932
3444,6280660079
3445,7845942323
3446,7779116749
3447,7848938926
3448,7758825824
3449,7826366849
3450,7848888294
3451,3323286620
3452,6186884059
3453,7822319335
3454,7181320355
3455,7843508047
3456,7849312360
3457,7671411681
3458,7824683009
3459,7764387120
3460,7783357851
3461,7849183134
3462,7779447646
3463,6207459047
3464,7411327115
3465,7777322257
3466,7384857839
3467,7837582516
3468,7848739281
3469,7845550507
3470,7849118933
3471,7573515110
3472,7793224982
3473,7763381419
3474,5654597746
3475,5865529823
3476,7845690433
3477,7849118984
3478,7849247088
3479,7684416444
3480,7794670901
3481,7833544327
3482,7848722062
3483,7849039896
3484,7848813784
3485,7849247979
3486,7835839745
3487,5538839631
3488,7809148330
3489,7849312211
3490,6475520337
3491,7849039916
3492,5862573211
3493,3225417502
3494,7817671592
3495,7785889215
3496,7210784415
3497,7838966198
3498,7573879028
3499,7849119209
3500,7749721790
3501,7827307132
3502,7450719254
3503,7778164237
3504,7376362546
3505,7849040423
3506,6613211854
3507,7757407015
3508,6716150346
3509,7491485917
3510,7841122627
3511,7284749090
3512,7848964478
3513,7848814120
3514,7849183293
3515,7828706169
3516,7754296950
3517,7399797076
3518,7517976521
3519,7747968476
3520,7847977983
3521,7560628523
3522,7387101146
3523,5078835383
3524,7778836561
3525,7397894887
3526,7848468805
3527,7848739613
3528,7824413706
3529,7671644048
3530,7769442290
3531,7030829634
3532,7848739443
3533,7846218987
3534,7587098025
3535,7838992748
3536,5867479454
3537,7836167814
3538,7569778331
3539,7849248044
3540,7813101604
3541,5907513301
3542,7848983783
3543,7589951992
3544,6870916940
3545,7691588813
3546,7821392361
3547,5669987219
3548,7848456951
3549,7796726425
3550,7072201725
3551,7804525329
3552,7243368589
3553,7849040164
3554,6804095712
3555,7500000259
3556,7849119090
3557,7763502937
3558,7762329714
3559,7776607380
3560,7849119038
3561,7438630237
3562,7824683009
3563,7835477096
3564,2824891787
3565,7827088166
3566,5760153914
3567,7481573457
3568,7757285002
3569,7818375102
3570,6611711611
3571,7848739167
3572,7848739304
3573,7059955940
3574,7848963811
3575,7814241538
3576,7734380708
3577,7801454759
3578,6796195702
3579,5865529823
3580,7849054671
3581,7849118984
3582,7823383844
3583,7684416444
3584,7848737316
3585,7844978408
3586,7849118657
3587,7791466616
3588,7848813753
3589,7725104870
3590,7849312215
3591,5592649857
3592,7727918060
3593,7488125001
3594,7757322690
3595,7788913519
3596,7849039822
3597,6657558054
3598,0
3599,7775061662
3600,7840234082
3601,7818279455
3602,6526395327
3603,7848814182
3604,6658760377
3605,6549401617
3606,5935447998
3607,7554062915
3608,7829202106
3609,7744097584
3610,7816924342
3611,7754535213
3612,7848801758
3613,7609483280
3614,7834655126
3615,6338066142
3616,7844786554
3617,5165662132
3618,7848964298
3619,7805370855
3620,7806159954
3621,7848739586
3622,7848964438
3623,7495199850
3624,7812542411
3625,7838882875
3626,7830343916
3627,7848936049
